date,State,daily_vaccinations,day,month,year
10-10-2022,Alabama,2672,10,10,2022
11-10-2022,Alabama,2661,11,10,2022
12-10-2022,Alabama,2649,12,10,2022
13-10-2022,Alabama,2716,13,10,2022
14-10-2022,Alabama,2782,14,10,2022
15-10-2022,Alabama,2849,15,10,2022
16-10-2022,Alabama,2915,16,10,2022
17-10-2022,Alabama,2981,17,10,2022
18-10-2022,Alabama,3048,18,10,2022
19-10-2022,Alabama,3114,19,10,2022
20-10-2022,Alabama,3110,20,10,2022
21-10-2022,Alabama,3106,21,10,2022
22-10-2022,Alabama,3102,22,10,2022
23-10-2022,Alabama,3099,23,10,2022
24-10-2022,Alabama,3095,24,10,2022
25-10-2022,Alabama,3091,25,10,2022
26-10-2022,Alabama,3087,26,10,2022
27-10-2022,Alabama,3143,27,10,2022
28-10-2022,Alabama,3199,28,10,2022
29-10-2022,Alabama,3255,29,10,2022
30-10-2022,Alabama,3311,30,10,2022
31-10-2022,Alabama,3367,31,10,2022
01-11-2022,Alabama,3423,1,11,2022
02-11-2022,Alabama,3479,2,11,2022
03-11-2022,Alabama,3354,3,11,2022
04-11-2022,Alabama,3229,4,11,2022
05-11-2022,Alabama,3104,5,11,2022
06-11-2022,Alabama,2979,6,11,2022
07-11-2022,Alabama,2854,7,11,2022
08-11-2022,Alabama,2729,8,11,2022
09-11-2022,Alabama,2604,9,11,2022
10-11-2022,Alabama,2543,10,11,2022
11-11-2022,Alabama,2483,11,11,2022
12-11-2022,Alabama,2422,12,11,2022
13-11-2022,Alabama,2361,13,11,2022
14-11-2022,Alabama,2300,14,11,2022
15-11-2022,Alabama,2240,15,11,2022
16-11-2022,Alabama,2179,16,11,2022
17-11-2022,Alabama,2154,17,11,2022
18-11-2022,Alabama,2129,18,11,2022
19-11-2022,Alabama,2104,19,11,2022
20-11-2022,Alabama,2079,20,11,2022
21-11-2022,Alabama,2054,21,11,2022
22-11-2022,Alabama,2029,22,11,2022
23-11-2022,Alabama,2004,23,11,2022
24-11-2022,Alabama,3939,24,11,2022
25-11-2022,Alabama,5873,25,11,2022
26-11-2022,Alabama,7808,26,11,2022
27-11-2022,Alabama,9742,27,11,2022
28-11-2022,Alabama,11677,28,11,2022
29-11-2022,Alabama,13611,29,11,2022
30-11-2022,Alabama,15546,30,11,2022
01-12-2022,Alabama,13615,1,12,2022
02-12-2022,Alabama,11684,2,12,2022
03-12-2022,Alabama,9754,3,12,2022
04-12-2022,Alabama,7823,4,12,2022
05-12-2022,Alabama,5892,5,12,2022
06-12-2022,Alabama,3962,6,12,2022
07-12-2022,Alabama,2031,7,12,2022
08-12-2022,Alabama,2082,8,12,2022
09-12-2022,Alabama,2133,9,12,2022
10-12-2022,Alabama,2184,10,12,2022
11-12-2022,Alabama,2235,11,12,2022
12-12-2022,Alabama,2286,12,12,2022
13-12-2022,Alabama,2337,13,12,2022
14-12-2022,Alabama,2388,14,12,2022
15-12-2022,Alabama,2341,15,12,2022
16-12-2022,Alabama,2293,16,12,2022
17-12-2022,Alabama,2246,17,12,2022
18-12-2022,Alabama,2199,18,12,2022
19-12-2022,Alabama,2151,19,12,2022
20-12-2022,Alabama,2104,20,12,2022
21-12-2022,Alabama,2057,21,12,2022
22-12-2022,Alabama,1974,22,12,2022
23-12-2022,Alabama,1892,23,12,2022
24-12-2022,Alabama,1809,24,12,2022
25-12-2022,Alabama,1727,25,12,2022
26-12-2022,Alabama,1644,26,12,2022
27-12-2022,Alabama,1561,27,12,2022
28-12-2022,Alabama,1479,28,12,2022
29-12-2022,Alabama,1439,29,12,2022
30-12-2022,Alabama,1398,30,12,2022
31-12-2022,Alabama,1358,31,12,2022
01-01-2023,Alabama,1318,1,1,2023
02-01-2023,Alabama,1278,2,1,2023
03-01-2023,Alabama,1237,3,1,2023
04-01-2023,Alabama,1197,4,1,2023
05-01-2023,Alabama,1228,5,1,2023
06-01-2023,Alabama,1258,6,1,2023
07-01-2023,Alabama,1289,7,1,2023
08-01-2023,Alabama,1320,8,1,2023
09-01-2023,Alabama,1350,9,1,2023
10-01-2023,Alabama,1381,10,1,2023
11-01-2023,Alabama,1412,11,1,2023
12-01-2023,Alabama,1403,12,1,2023
13-01-2023,Alabama,1394,13,1,2023
14-01-2023,Alabama,1385,14,1,2023
15-01-2023,Alabama,1376,15,1,2023
16-01-2023,Alabama,1368,16,1,2023
17-01-2023,Alabama,1359,17,1,2023
18-01-2023,Alabama,1350,18,1,2023
19-01-2023,Alabama,1305,19,1,2023
20-01-2023,Alabama,1260,20,1,2023
21-01-2023,Alabama,1215,21,1,2023
22-01-2023,Alabama,1170,22,1,2023
23-01-2023,Alabama,1126,23,1,2023
24-01-2023,Alabama,1081,24,1,2023
25-01-2023,Alabama,1036,25,1,2023
26-01-2023,Alabama,1029,26,1,2023
27-01-2023,Alabama,1022,27,1,2023
28-01-2023,Alabama,1016,28,1,2023
29-01-2023,Alabama,1009,29,1,2023
30-01-2023,Alabama,1002,30,1,2023
31-01-2023,Alabama,996,31,1,2023
01-02-2023,Alabama,989,1,2,2023
02-02-2023,Alabama,943,2,2,2023
03-02-2023,Alabama,897,3,2,2023
04-02-2023,Alabama,851,4,2,2023
05-02-2023,Alabama,804,5,2,2023
06-02-2023,Alabama,758,6,2,2023
07-02-2023,Alabama,712,7,2,2023
08-02-2023,Alabama,666,8,2,2023
09-02-2023,Alabama,666,9,2,2023
10-02-2023,Alabama,665,10,2,2023
11-02-2023,Alabama,665,11,2,2023
12-02-2023,Alabama,665,12,2,2023
13-02-2023,Alabama,665,13,2,2023
14-02-2023,Alabama,664,14,2,2023
15-02-2023,Alabama,664,15,2,2023
16-02-2023,Alabama,640,16,2,2023
17-02-2023,Alabama,615,17,2,2023
18-02-2023,Alabama,591,18,2,2023
19-02-2023,Alabama,566,19,2,2023
20-02-2023,Alabama,542,20,2,2023
21-02-2023,Alabama,517,21,2,2023
22-02-2023,Alabama,493,22,2,2023
12-01-2021,Alaska,,12,1,2021
13-01-2021,Alaska,2842,13,1,2021
14-01-2021,Alaska,3379,14,1,2021
15-01-2021,Alaska,4400,15,1,2021
16-01-2021,Alaska,4381,16,1,2021
17-01-2021,Alaska,4369,17,1,2021
18-01-2021,Alaska,4362,18,1,2021
19-01-2021,Alaska,4356,19,1,2021
20-01-2021,Alaska,4230,20,1,2021
21-01-2021,Alaska,4187,21,1,2021
22-01-2021,Alaska,4580,22,1,2021
23-01-2021,Alaska,4997,23,1,2021
24-01-2021,Alaska,5225,24,1,2021
25-01-2021,Alaska,5003,25,1,2021
26-01-2021,Alaska,4545,26,1,2021
27-01-2021,Alaska,4758,27,1,2021
28-01-2021,Alaska,4850,28,1,2021
29-01-2021,Alaska,4186,29,1,2021
30-01-2021,Alaska,3846,30,1,2021
31-01-2021,Alaska,3619,31,1,2021
01-02-2021,Alaska,3570,1,2,2021
02-02-2021,Alaska,3613,2,2,2021
03-02-2021,Alaska,3453,3,2,2021
04-02-2021,Alaska,3440,4,2,2021
05-02-2021,Alaska,3372,5,2,2021
06-02-2021,Alaska,3411,6,2,2021
07-02-2021,Alaska,3785,7,2,2021
08-02-2021,Alaska,4131,8,2,2021
09-02-2021,Alaska,4204,9,2,2021
10-02-2021,Alaska,4356,10,2,2021
11-02-2021,Alaska,4620,11,2,2021
12-02-2021,Alaska,4776,12,2,2021
13-02-2021,Alaska,5142,13,2,2021
14-02-2021,Alaska,5393,14,2,2021
15-02-2021,Alaska,5212,15,2,2021
16-02-2021,Alaska,5448,16,2,2021
17-02-2021,Alaska,5337,17,2,2021
18-02-2021,Alaska,5268,18,2,2021
19-02-2021,Alaska,6970,19,2,2021
20-02-2021,Alaska,7466,20,2,2021
21-02-2021,Alaska,7330,21,2,2021
22-02-2021,Alaska,7266,22,2,2021
23-02-2021,Alaska,6988,23,2,2021
24-02-2021,Alaska,7148,24,2,2021
25-02-2021,Alaska,7201,25,2,2021
26-02-2021,Alaska,5444,26,2,2021
27-02-2021,Alaska,4591,27,2,2021
28-02-2021,Alaska,4229,28,2,2021
01-03-2021,Alaska,4304,1,3,2021
02-03-2021,Alaska,4288,2,3,2021
03-03-2021,Alaska,4243,3,3,2021
04-03-2021,Alaska,3905,4,3,2021
05-03-2021,Alaska,3876,5,3,2021
06-03-2021,Alaska,4155,6,3,2021
07-03-2021,Alaska,4329,7,3,2021
08-03-2021,Alaska,4248,8,3,2021
09-03-2021,Alaska,4678,9,3,2021
10-03-2021,Alaska,4917,10,3,2021
11-03-2021,Alaska,5211,11,3,2021
12-03-2021,Alaska,5294,12,3,2021
13-03-2021,Alaska,5092,13,3,2021
14-03-2021,Alaska,5473,14,3,2021
15-03-2021,Alaska,5571,15,3,2021
16-03-2021,Alaska,5280,16,3,2021
17-03-2021,Alaska,5460,17,3,2021
18-03-2021,Alaska,5390,18,3,2021
19-03-2021,Alaska,5361,19,3,2021
20-03-2021,Alaska,5490,20,3,2021
21-03-2021,Alaska,5583,21,3,2021
22-03-2021,Alaska,5493,22,3,2021
23-03-2021,Alaska,5273,23,3,2021
24-03-2021,Alaska,4758,24,3,2021
25-03-2021,Alaska,4773,25,3,2021
26-03-2021,Alaska,4817,26,3,2021
27-03-2021,Alaska,4707,27,3,2021
28-03-2021,Alaska,4152,28,3,2021
29-03-2021,Alaska,3956,29,3,2021
30-03-2021,Alaska,3969,30,3,2021
31-03-2021,Alaska,3991,31,3,2021
01-04-2021,Alaska,3861,1,4,2021
02-04-2021,Alaska,3702,2,4,2021
03-04-2021,Alaska,3513,3,4,2021
04-04-2021,Alaska,3865,4,4,2021
05-04-2021,Alaska,4022,5,4,2021
06-04-2021,Alaska,4050,6,4,2021
07-04-2021,Alaska,4207,7,4,2021
08-04-2021,Alaska,4537,8,4,2021
09-04-2021,Alaska,4664,9,4,2021
10-04-2021,Alaska,5069,10,4,2021
11-04-2021,Alaska,4676,11,4,2021
12-04-2021,Alaska,4831,12,4,2021
13-04-2021,Alaska,9046,13,4,2021
14-04-2021,Alaska,9009,14,4,2021
15-04-2021,Alaska,8075,15,4,2021
16-04-2021,Alaska,8075,16,4,2021
17-04-2021,Alaska,7732,17,4,2021
18-04-2021,Alaska,7745,18,4,2021
19-04-2021,Alaska,7467,19,4,2021
20-04-2021,Alaska,3288,20,4,2021
21-04-2021,Alaska,3574,21,4,2021
22-04-2021,Alaska,4331,22,4,2021
23-04-2021,Alaska,4098,23,4,2021
24-04-2021,Alaska,3874,24,4,2021
25-04-2021,Alaska,3447,25,4,2021
26-04-2021,Alaska,3292,26,4,2021
27-04-2021,Alaska,3223,27,4,2021
28-04-2021,Alaska,2645,28,4,2021
29-04-2021,Alaska,2913,29,4,2021
30-04-2021,Alaska,2749,30,4,2021
01-05-2021,Alaska,3386,1,5,2021
02-05-2021,Alaska,3259,2,5,2021
03-05-2021,Alaska,3187,3,5,2021
04-05-2021,Alaska,3084,4,5,2021
05-05-2021,Alaska,3064,5,5,2021
06-05-2021,Alaska,2358,6,5,2021
07-05-2021,Alaska,2321,7,5,2021
08-05-2021,Alaska,1523,8,5,2021
09-05-2021,Alaska,1275,9,5,2021
10-05-2021,Alaska,1757,10,5,2021
11-05-2021,Alaska,1840,11,5,2021
12-05-2021,Alaska,1800,12,5,2021
13-05-2021,Alaska,1706,13,5,2021
14-05-2021,Alaska,1677,14,5,2021
15-05-2021,Alaska,1760,15,5,2021
16-05-2021,Alaska,2194,16,5,2021
17-05-2021,Alaska,1747,17,5,2021
18-05-2021,Alaska,1705,18,5,2021
19-05-2021,Alaska,1937,19,5,2021
20-05-2021,Alaska,2027,20,5,2021
21-05-2021,Alaska,2158,21,5,2021
22-05-2021,Alaska,2115,22,5,2021
23-05-2021,Alaska,2053,23,5,2021
24-05-2021,Alaska,2080,24,5,2021
25-05-2021,Alaska,2072,25,5,2021
26-05-2021,Alaska,1855,26,5,2021
27-05-2021,Alaska,1771,27,5,2021
28-05-2021,Alaska,1723,28,5,2021
29-05-2021,Alaska,1656,29,5,2021
30-05-2021,Alaska,1501,30,5,2021
31-05-2021,Alaska,1455,31,5,2021
01-06-2021,Alaska,1456,1,6,2021
02-06-2021,Alaska,1290,2,6,2021
03-06-2021,Alaska,1310,3,6,2021
04-06-2021,Alaska,1218,4,6,2021
05-06-2021,Alaska,1224,5,6,2021
06-06-2021,Alaska,1374,6,6,2021
07-06-2021,Alaska,1540,7,6,2021
08-06-2021,Alaska,1525,8,6,2021
09-06-2021,Alaska,1520,9,6,2021
10-06-2021,Alaska,1595,10,6,2021
11-06-2021,Alaska,1578,11,6,2021
12-06-2021,Alaska,1560,12,6,2021
13-06-2021,Alaska,1390,13,6,2021
14-06-2021,Alaska,1377,14,6,2021
15-06-2021,Alaska,1443,15,6,2021
16-06-2021,Alaska,1620,16,6,2021
17-06-2021,Alaska,1471,17,6,2021
18-06-2021,Alaska,1428,18,6,2021
19-06-2021,Alaska,1337,19,6,2021
20-06-2021,Alaska,1284,20,6,2021
21-06-2021,Alaska,1236,21,6,2021
22-06-2021,Alaska,1141,22,6,2021
23-06-2021,Alaska,1033,23,6,2021
24-06-2021,Alaska,1047,24,6,2021
25-06-2021,Alaska,1039,25,6,2021
26-06-2021,Alaska,1460,26,6,2021
27-06-2021,Alaska,1568,27,6,2021
28-06-2021,Alaska,1730,28,6,2021
29-06-2021,Alaska,2005,29,6,2021
30-06-2021,Alaska,2368,30,6,2021
01-07-2021,Alaska,2388,1,7,2021
02-07-2021,Alaska,3214,2,7,2021
03-07-2021,Alaska,2797,3,7,2021
04-07-2021,Alaska,3026,4,7,2021
05-07-2021,Alaska,3105,5,7,2021
06-07-2021,Alaska,3219,6,7,2021
07-07-2021,Alaska,2782,7,7,2021
08-07-2021,Alaska,2729,8,7,2021
09-07-2021,Alaska,1894,9,7,2021
10-07-2021,Alaska,1874,10,7,2021
11-07-2021,Alaska,1540,11,7,2021
12-07-2021,Alaska,1190,12,7,2021
13-07-2021,Alaska,813,13,7,2021
14-07-2021,Alaska,944,14,7,2021
15-07-2021,Alaska,918,15,7,2021
16-07-2021,Alaska,807,16,7,2021
17-07-2021,Alaska,686,17,7,2021
18-07-2021,Alaska,593,18,7,2021
19-07-2021,Alaska,580,19,7,2021
20-07-2021,Alaska,595,20,7,2021
21-07-2021,Alaska,574,21,7,2021
22-07-2021,Alaska,542,22,7,2021
23-07-2021,Alaska,619,23,7,2021
24-07-2021,Alaska,726,24,7,2021
25-07-2021,Alaska,670,25,7,2021
26-07-2021,Alaska,838,26,7,2021
27-07-2021,Alaska,825,27,7,2021
28-07-2021,Alaska,788,28,7,2021
29-07-2021,Alaska,801,29,7,2021
30-07-2021,Alaska,837,30,7,2021
31-07-2021,Alaska,821,31,7,2021
01-08-2021,Alaska,827,1,8,2021
02-08-2021,Alaska,613,2,8,2021
03-08-2021,Alaska,850,3,8,2021
04-08-2021,Alaska,892,4,8,2021
05-08-2021,Alaska,938,5,8,2021
06-08-2021,Alaska,921,6,8,2021
07-08-2021,Alaska,934,7,8,2021
08-08-2021,Alaska,949,8,8,2021
09-08-2021,Alaska,936,9,8,2021
10-08-2021,Alaska,705,10,8,2021
11-08-2021,Alaska,725,11,8,2021
12-08-2021,Alaska,687,12,8,2021
13-08-2021,Alaska,739,13,8,2021
14-08-2021,Alaska,740,14,8,2021
15-08-2021,Alaska,725,15,8,2021
16-08-2021,Alaska,990,16,8,2021
17-08-2021,Alaska,1034,17,8,2021
18-08-2021,Alaska,1018,18,8,2021
19-08-2021,Alaska,1079,19,8,2021
20-08-2021,Alaska,1073,20,8,2021
21-08-2021,Alaska,1119,21,8,2021
22-08-2021,Alaska,1132,22,8,2021
23-08-2021,Alaska,872,23,8,2021
24-08-2021,Alaska,1175,24,8,2021
25-08-2021,Alaska,1268,25,8,2021
26-08-2021,Alaska,1322,26,8,2021
27-08-2021,Alaska,1352,27,8,2021
28-08-2021,Alaska,1359,28,8,2021
29-08-2021,Alaska,1386,29,8,2021
30-08-2021,Alaska,1760,30,8,2021
31-08-2021,Alaska,1486,31,8,2021
01-09-2021,Alaska,1449,1,9,2021
02-09-2021,Alaska,1441,2,9,2021
03-09-2021,Alaska,1476,3,9,2021
04-09-2021,Alaska,1473,4,9,2021
05-09-2021,Alaska,1915,5,9,2021
06-09-2021,Alaska,2027,6,9,2021
07-09-2021,Alaska,2393,7,9,2021
08-09-2021,Alaska,2258,8,9,2021
09-09-2021,Alaska,2314,9,9,2021
10-09-2021,Alaska,2425,10,9,2021
11-09-2021,Alaska,2505,11,9,2021
12-09-2021,Alaska,2034,12,9,2021
13-09-2021,Alaska,1954,13,9,2021
14-09-2021,Alaska,1595,14,9,2021
15-09-2021,Alaska,1710,15,9,2021
16-09-2021,Alaska,1635,16,9,2021
17-09-2021,Alaska,1587,17,9,2021
18-09-2021,Alaska,1556,18,9,2021
19-09-2021,Alaska,1879,19,9,2021
20-09-2021,Alaska,1707,20,9,2021
21-09-2021,Alaska,1666,21,9,2021
22-09-2021,Alaska,1808,22,9,2021
23-09-2021,Alaska,2011,23,9,2021
24-09-2021,Alaska,1712,24,9,2021
25-09-2021,Alaska,1493,25,9,2021
26-09-2021,Alaska,1189,26,9,2021
27-09-2021,Alaska,2422,27,9,2021
28-09-2021,Alaska,2527,28,9,2021
29-09-2021,Alaska,2586,29,9,2021
30-09-2021,Alaska,2460,30,9,2021
01-10-2021,Alaska,2805,1,10,2021
02-10-2021,Alaska,3193,2,10,2021
03-10-2021,Alaska,3154,3,10,2021
04-10-2021,Alaska,2428,4,10,2021
05-10-2021,Alaska,2337,5,10,2021
06-10-2021,Alaska,2243,6,10,2021
07-10-2021,Alaska,2219,7,10,2021
08-10-2021,Alaska,2178,8,10,2021
09-10-2021,Alaska,2041,9,10,2021
10-10-2021,Alaska,2266,10,10,2021
11-10-2021,Alaska,1746,11,10,2021
12-10-2021,Alaska,1866,12,10,2021
13-10-2021,Alaska,1773,13,10,2021
14-10-2021,Alaska,1829,14,10,2021
15-10-2021,Alaska,1904,15,10,2021
16-10-2021,Alaska,2120,16,10,2021
17-10-2021,Alaska,1897,17,10,2021
18-10-2021,Alaska,1671,18,10,2021
19-10-2021,Alaska,3980,19,10,2021
20-10-2021,Alaska,3802,20,10,2021
21-10-2021,Alaska,3786,21,10,2021
22-10-2021,Alaska,3711,22,10,2021
23-10-2021,Alaska,3563,23,10,2021
24-10-2021,Alaska,3923,24,10,2021
25-10-2021,Alaska,4187,25,10,2021
26-10-2021,Alaska,1828,26,10,2021
27-10-2021,Alaska,2149,27,10,2021
28-10-2021,Alaska,2332,28,10,2021
29-10-2021,Alaska,2526,29,10,2021
30-10-2021,Alaska,2777,30,10,2021
31-10-2021,Alaska,2424,31,10,2021
01-11-2021,Alaska,3062,1,11,2021
02-11-2021,Alaska,3093,2,11,2021
03-11-2021,Alaska,2769,3,11,2021
04-11-2021,Alaska,2298,4,11,2021
05-11-2021,Alaska,2919,5,11,2021
06-11-2021,Alaska,2800,6,11,2021
07-11-2021,Alaska,2796,7,11,2021
08-11-2021,Alaska,2793,8,11,2021
09-11-2021,Alaska,2687,9,11,2021
10-11-2021,Alaska,2975,10,11,2021
11-11-2021,Alaska,3376,11,11,2021
12-11-2021,Alaska,2656,12,11,2021
13-11-2021,Alaska,3030,13,11,2021
14-11-2021,Alaska,3751,14,11,2021
15-11-2021,Alaska,3242,15,11,2021
16-11-2021,Alaska,3141,16,11,2021
17-11-2021,Alaska,3928,17,11,2021
18-11-2021,Alaska,3949,18,11,2021
19-11-2021,Alaska,3976,19,11,2021
20-11-2021,Alaska,3533,20,11,2021
21-11-2021,Alaska,2826,21,11,2021
22-11-2021,Alaska,2448,22,11,2021
23-11-2021,Alaska,3398,23,11,2021
24-11-2021,Alaska,2611,24,11,2021
25-11-2021,Alaska,2261,25,11,2021
26-11-2021,Alaska,1905,26,11,2021
27-11-2021,Alaska,1573,27,11,2021
28-11-2021,Alaska,1650,28,11,2021
29-11-2021,Alaska,1736,29,11,2021
30-11-2021,Alaska,1933,30,11,2021
01-12-2021,Alaska,1977,1,12,2021
02-12-2021,Alaska,2439,2,12,2021
03-12-2021,Alaska,2886,3,12,2021
04-12-2021,Alaska,3379,4,12,2021
05-12-2021,Alaska,3285,5,12,2021
06-12-2021,Alaska,4218,6,12,2021
07-12-2021,Alaska,3200,7,12,2021
08-12-2021,Alaska,3228,8,12,2021
09-12-2021,Alaska,3120,9,12,2021
10-12-2021,Alaska,2984,10,12,2021
11-12-2021,Alaska,2746,11,12,2021
12-12-2021,Alaska,2744,12,12,2021
13-12-2021,Alaska,2363,13,12,2021
14-12-2021,Alaska,2382,14,12,2021
15-12-2021,Alaska,2302,15,12,2021
16-12-2021,Alaska,2292,16,12,2021
17-12-2021,Alaska,2204,17,12,2021
18-12-2021,Alaska,2118,18,12,2021
19-12-2021,Alaska,2116,19,12,2021
20-12-2021,Alaska,1471,20,12,2021
21-12-2021,Alaska,2014,21,12,2021
22-12-2021,Alaska,2029,22,12,2021
23-12-2021,Alaska,1924,23,12,2021
24-12-2021,Alaska,1605,24,12,2021
25-12-2021,Alaska,1343,25,12,2021
26-12-2021,Alaska,1347,26,12,2021
27-12-2021,Alaska,1345,27,12,2021
28-12-2021,Alaska,1488,28,12,2021
29-12-2021,Alaska,1418,29,12,2021
30-12-2021,Alaska,1365,30,12,2021
31-12-2021,Alaska,1517,31,12,2021
01-01-2022,Alaska,1668,1,1,2022
02-01-2022,Alaska,1820,2,1,2022
03-01-2022,Alaska,1971,3,1,2022
04-01-2022,Alaska,1293,4,1,2022
05-01-2022,Alaska,1296,5,1,2022
06-01-2022,Alaska,1293,6,1,2022
07-01-2022,Alaska,1420,7,1,2022
08-01-2022,Alaska,1556,8,1,2022
09-01-2022,Alaska,1416,9,1,2022
10-01-2022,Alaska,1261,10,1,2022
11-01-2022,Alaska,1723,11,1,2022
12-01-2022,Alaska,1718,12,1,2022
13-01-2022,Alaska,1718,13,1,2022
14-01-2022,Alaska,1479,14,1,2022
15-01-2022,Alaska,1708,15,1,2022
16-01-2022,Alaska,1865,16,1,2022
17-01-2022,Alaska,2036,17,1,2022
18-01-2022,Alaska,1589,18,1,2022
19-01-2022,Alaska,1473,19,1,2022
20-01-2022,Alaska,1415,20,1,2022
21-01-2022,Alaska,1615,21,1,2022
22-01-2022,Alaska,1328,22,1,2022
23-01-2022,Alaska,1164,23,1,2022
24-01-2022,Alaska,1392,24,1,2022
25-01-2022,Alaska,1274,25,1,2022
26-01-2022,Alaska,1290,26,1,2022
27-01-2022,Alaska,1238,27,1,2022
28-01-2022,Alaska,1171,28,1,2022
29-01-2022,Alaska,939,29,1,2022
30-01-2022,Alaska,934,30,1,2022
31-01-2022,Alaska,536,31,1,2022
01-02-2022,Alaska,483,1,2,2022
02-02-2022,Alaska,358,2,2,2022
03-02-2022,Alaska,188,3,2,2022
04-02-2022,Alaska,160,4,2,2022
05-02-2022,Alaska,294,5,2,2022
06-02-2022,Alaska,298,6,2,2022
07-02-2022,Alaska,530,7,2,2022
08-02-2022,Alaska,559,8,2,2022
09-02-2022,Alaska,572,9,2,2022
10-02-2022,Alaska,583,10,2,2022
11-02-2022,Alaska,818,11,2,2022
12-02-2022,Alaska,830,12,2,2022
13-02-2022,Alaska,826,13,2,2022
14-02-2022,Alaska,592,14,2,2022
15-02-2022,Alaska,763,15,2,2022
16-02-2022,Alaska,756,16,2,2022
17-02-2022,Alaska,2815,17,2,2022
18-02-2022,Alaska,2552,18,2,2022
19-02-2022,Alaska,2503,19,2,2022
20-02-2022,Alaska,2579,20,2,2022
21-02-2022,Alaska,2658,21,2,2022
22-02-2022,Alaska,2535,22,2,2022
23-02-2022,Alaska,2527,23,2,2022
24-02-2022,Alaska,623,24,2,2022
25-02-2022,Alaska,503,25,2,2022
26-02-2022,Alaska,422,26,2,2022
27-02-2022,Alaska,478,27,2,2022
28-02-2022,Alaska,533,28,2,2022
01-03-2022,Alaska,460,1,3,2022
02-03-2022,Alaska,599,2,3,2022
03-03-2022,Alaska,433,3,3,2022
04-03-2022,Alaska,629,4,3,2022
05-03-2022,Alaska,633,5,3,2022
06-03-2022,Alaska,506,6,3,2022
07-03-2022,Alaska,555,7,3,2022
08-03-2022,Alaska,1285,8,3,2022
09-03-2022,Alaska,1221,9,3,2022
10-03-2022,Alaska,1322,10,3,2022
11-03-2022,Alaska,1196,11,3,2022
12-03-2022,Alaska,1250,12,3,2022
13-03-2022,Alaska,1247,13,3,2022
14-03-2022,Alaska,1063,14,3,2022
15-03-2022,Alaska,449,15,3,2022
16-03-2022,Alaska,378,16,3,2022
17-03-2022,Alaska,283,17,3,2022
18-03-2022,Alaska,236,18,3,2022
19-03-2022,Alaska,377,19,3,2022
20-03-2022,Alaska,380,20,3,2022
21-03-2022,Alaska,489,21,3,2022
22-03-2022,Alaska,386,22,3,2022
23-03-2022,Alaska,586,23,3,2022
24-03-2022,Alaska,638,24,3,2022
25-03-2022,Alaska,675,25,3,2022
26-03-2022,Alaska,490,26,3,2022
27-03-2022,Alaska,511,27,3,2022
28-03-2022,Alaska,591,28,3,2022
29-03-2022,Alaska,585,29,3,2022
30-03-2022,Alaska,386,30,3,2022
31-03-2022,Alaska,445,31,3,2022
01-04-2022,Alaska,540,1,4,2022
02-04-2022,Alaska,878,2,4,2022
03-04-2022,Alaska,856,3,4,2022
04-04-2022,Alaska,667,4,4,2022
05-04-2022,Alaska,1017,5,4,2022
06-04-2022,Alaska,1016,6,4,2022
07-04-2022,Alaska,1228,7,4,2022
08-04-2022,Alaska,1087,8,4,2022
09-04-2022,Alaska,736,9,4,2022
10-04-2022,Alaska,742,10,4,2022
11-04-2022,Alaska,1360,11,4,2022
12-04-2022,Alaska,1042,12,4,2022
13-04-2022,Alaska,1178,13,4,2022
14-04-2022,Alaska,854,14,4,2022
15-04-2022,Alaska,1173,15,4,2022
16-04-2022,Alaska,1239,16,4,2022
17-04-2022,Alaska,1314,17,4,2022
18-04-2022,Alaska,696,18,4,2022
19-04-2022,Alaska,910,19,4,2022
20-04-2022,Alaska,957,20,4,2022
21-04-2022,Alaska,1110,21,4,2022
22-04-2022,Alaska,928,22,4,2022
23-04-2022,Alaska,993,23,4,2022
24-04-2022,Alaska,913,24,4,2022
25-04-2022,Alaska,1110,25,4,2022
26-04-2022,Alaska,880,26,4,2022
27-04-2022,Alaska,775,27,4,2022
28-04-2022,Alaska,696,28,4,2022
29-04-2022,Alaska,622,29,4,2022
30-04-2022,Alaska,709,30,4,2022
01-05-2022,Alaska,715,1,5,2022
02-05-2022,Alaska,614,2,5,2022
03-05-2022,Alaska,682,3,5,2022
04-05-2022,Alaska,693,4,5,2022
05-05-2022,Alaska,710,5,5,2022
06-05-2022,Alaska,727,6,5,2022
07-05-2022,Alaska,585,7,5,2022
08-05-2022,Alaska,668,8,5,2022
09-05-2022,Alaska,668,9,5,2022
10-05-2022,Alaska,668,10,5,2022
11-05-2022,Alaska,668,11,5,2022
12-05-2022,Alaska,668,12,5,2022
13-05-2022,Alaska,674,13,5,2022
14-05-2022,Alaska,589,14,5,2022
15-05-2022,Alaska,503,15,5,2022
16-05-2022,Alaska,643,16,5,2022
17-05-2022,Alaska,552,17,5,2022
18-05-2022,Alaska,485,18,5,2022
19-05-2022,Alaska,601,19,5,2022
20-05-2022,Alaska,512,20,5,2022
21-05-2022,Alaska,511,21,5,2022
22-05-2022,Alaska,510,22,5,2022
23-05-2022,Alaska,545,23,5,2022
24-05-2022,Alaska,543,24,5,2022
25-05-2022,Alaska,679,25,5,2022
26-05-2022,Alaska,639,26,5,2022
27-05-2022,Alaska,638,27,5,2022
28-05-2022,Alaska,691,28,5,2022
29-05-2022,Alaska,746,29,5,2022
30-05-2022,Alaska,539,30,5,2022
31-05-2022,Alaska,599,31,5,2022
01-06-2022,Alaska,492,1,6,2022
