date,State,daily_vaccinations,day,month,year
02-08-2022,Federated States of Micronesia,658,2,8,2022
03-08-2022,Federated States of Micronesia,767,3,8,2022
04-08-2022,Federated States of Micronesia,747,4,8,2022
05-08-2022,Federated States of Micronesia,726,5,8,2022
06-08-2022,Federated States of Micronesia,705,6,8,2022
07-08-2022,Federated States of Micronesia,684,7,8,2022
08-08-2022,Federated States of Micronesia,663,8,8,2022
09-08-2022,Federated States of Micronesia,643,9,8,2022
10-08-2022,Federated States of Micronesia,622,10,8,2022
11-08-2022,Federated States of Micronesia,533,11,8,2022
12-08-2022,Federated States of Micronesia,444,12,8,2022
13-08-2022,Federated States of Micronesia,355,13,8,2022
14-08-2022,Federated States of Micronesia,267,14,8,2022
15-08-2022,Federated States of Micronesia,178,15,8,2022
16-08-2022,Federated States of Micronesia,89,16,8,2022
17-08-2022,Federated States of Micronesia,0,17,8,2022
18-08-2022,Federated States of Micronesia,173,18,8,2022
19-08-2022,Federated States of Micronesia,346,19,8,2022
20-08-2022,Federated States of Micronesia,519,20,8,2022
21-08-2022,Federated States of Micronesia,692,21,8,2022
22-08-2022,Federated States of Micronesia,865,22,8,2022
23-08-2022,Federated States of Micronesia,1038,23,8,2022
24-08-2022,Federated States of Micronesia,1210,24,8,2022
25-08-2022,Federated States of Micronesia,1112,25,8,2022
26-08-2022,Federated States of Micronesia,1013,26,8,2022
27-08-2022,Federated States of Micronesia,914,27,8,2022
28-08-2022,Federated States of Micronesia,815,28,8,2022
29-08-2022,Federated States of Micronesia,717,29,8,2022
30-08-2022,Federated States of Micronesia,618,30,8,2022
31-08-2022,Federated States of Micronesia,519,31,8,2022
01-09-2022,Federated States of Micronesia,445,1,9,2022
02-09-2022,Federated States of Micronesia,371,2,9,2022
03-09-2022,Federated States of Micronesia,297,3,9,2022
04-09-2022,Federated States of Micronesia,222,4,9,2022
05-09-2022,Federated States of Micronesia,148,5,9,2022
06-09-2022,Federated States of Micronesia,74,6,9,2022
07-09-2022,Federated States of Micronesia,0,7,9,2022
08-09-2022,Federated States of Micronesia,83,8,9,2022
09-09-2022,Federated States of Micronesia,167,9,9,2022
10-09-2022,Federated States of Micronesia,250,10,9,2022
11-09-2022,Federated States of Micronesia,334,11,9,2022
12-09-2022,Federated States of Micronesia,417,12,9,2022
13-09-2022,Federated States of Micronesia,501,13,9,2022
14-09-2022,Federated States of Micronesia,584,14,9,2022
15-09-2022,Federated States of Micronesia,545,15,9,2022
16-09-2022,Federated States of Micronesia,506,16,9,2022
17-09-2022,Federated States of Micronesia,467,17,9,2022
18-09-2022,Federated States of Micronesia,429,18,9,2022
19-09-2022,Federated States of Micronesia,390,19,9,2022
20-09-2022,Federated States of Micronesia,351,20,9,2022
21-09-2022,Federated States of Micronesia,312,21,9,2022
22-09-2022,Federated States of Micronesia,311,22,9,2022
23-09-2022,Federated States of Micronesia,310,23,9,2022
24-09-2022,Federated States of Micronesia,310,24,9,2022
25-09-2022,Federated States of Micronesia,309,25,9,2022
26-09-2022,Federated States of Micronesia,308,26,9,2022
27-09-2022,Federated States of Micronesia,307,27,9,2022
28-09-2022,Federated States of Micronesia,307,28,9,2022
29-09-2022,Federated States of Micronesia,263,29,9,2022
30-09-2022,Federated States of Micronesia,219,30,9,2022
01-10-2022,Federated States of Micronesia,175,1,10,2022
02-10-2022,Federated States of Micronesia,131,2,10,2022
03-10-2022,Federated States of Micronesia,88,3,10,2022
04-10-2022,Federated States of Micronesia,44,4,10,2022
05-10-2022,Federated States of Micronesia,0,5,10,2022
06-10-2022,Federated States of Micronesia,78,6,10,2022
07-10-2022,Federated States of Micronesia,156,7,10,2022
08-10-2022,Federated States of Micronesia,233,8,10,2022
09-10-2022,Federated States of Micronesia,311,9,10,2022
10-10-2022,Federated States of Micronesia,389,10,10,2022
11-10-2022,Federated States of Micronesia,467,11,10,2022
12-10-2022,Federated States of Micronesia,545,12,10,2022
13-10-2022,Federated States of Micronesia,467,13,10,2022
14-10-2022,Federated States of Micronesia,389,14,10,2022
15-10-2022,Federated States of Micronesia,311,15,10,2022
16-10-2022,Federated States of Micronesia,233,16,10,2022
17-10-2022,Federated States of Micronesia,156,17,10,2022
18-10-2022,Federated States of Micronesia,78,18,10,2022
19-10-2022,Federated States of Micronesia,0,19,10,2022
20-10-2022,Federated States of Micronesia,0,20,10,2022
21-10-2022,Federated States of Micronesia,0,21,10,2022
22-10-2022,Federated States of Micronesia,0,22,10,2022
23-10-2022,Federated States of Micronesia,0,23,10,2022
24-10-2022,Federated States of Micronesia,0,24,10,2022
25-10-2022,Federated States of Micronesia,0,25,10,2022
26-10-2022,Federated States of Micronesia,0,26,10,2022
27-10-2022,Federated States of Micronesia,48,27,10,2022
28-10-2022,Federated States of Micronesia,96,28,10,2022
29-10-2022,Federated States of Micronesia,144,29,10,2022
30-10-2022,Federated States of Micronesia,192,30,10,2022
31-10-2022,Federated States of Micronesia,240,31,10,2022
01-11-2022,Federated States of Micronesia,288,1,11,2022
02-11-2022,Federated States of Micronesia,336,2,11,2022
03-11-2022,Federated States of Micronesia,288,3,11,2022
04-11-2022,Federated States of Micronesia,240,4,11,2022
05-11-2022,Federated States of Micronesia,192,5,11,2022
06-11-2022,Federated States of Micronesia,144,6,11,2022
07-11-2022,Federated States of Micronesia,96,7,11,2022
08-11-2022,Federated States of Micronesia,48,8,11,2022
09-11-2022,Federated States of Micronesia,0,9,11,2022
10-11-2022,Federated States of Micronesia,0,10,11,2022
11-11-2022,Federated States of Micronesia,0,11,11,2022
12-11-2022,Federated States of Micronesia,0,12,11,2022
13-11-2022,Federated States of Micronesia,0,13,11,2022
14-11-2022,Federated States of Micronesia,0,14,11,2022
15-11-2022,Federated States of Micronesia,0,15,11,2022
16-11-2022,Federated States of Micronesia,0,16,11,2022
17-11-2022,Federated States of Micronesia,146,17,11,2022
18-11-2022,Federated States of Micronesia,292,18,11,2022
19-11-2022,Federated States of Micronesia,438,19,11,2022
20-11-2022,Federated States of Micronesia,585,20,11,2022
21-11-2022,Federated States of Micronesia,731,21,11,2022
22-11-2022,Federated States of Micronesia,877,22,11,2022
23-11-2022,Federated States of Micronesia,1023,23,11,2022
24-11-2022,Federated States of Micronesia,884,24,11,2022
25-11-2022,Federated States of Micronesia,746,25,11,2022
26-11-2022,Federated States of Micronesia,607,26,11,2022
27-11-2022,Federated States of Micronesia,468,27,11,2022
28-11-2022,Federated States of Micronesia,330,28,11,2022
29-11-2022,Federated States of Micronesia,191,29,11,2022
30-11-2022,Federated States of Micronesia,52,30,11,2022
01-12-2022,Federated States of Micronesia,65,1,12,2022
02-12-2022,Federated States of Micronesia,77,2,12,2022
03-12-2022,Federated States of Micronesia,89,3,12,2022
04-12-2022,Federated States of Micronesia,101,4,12,2022
05-12-2022,Federated States of Micronesia,114,5,12,2022
06-12-2022,Federated States of Micronesia,126,6,12,2022
07-12-2022,Federated States of Micronesia,138,7,12,2022
08-12-2022,Federated States of Micronesia,144,8,12,2022
09-12-2022,Federated States of Micronesia,150,9,12,2022
10-12-2022,Federated States of Micronesia,156,10,12,2022
11-12-2022,Federated States of Micronesia,163,11,12,2022
12-12-2022,Federated States of Micronesia,169,12,12,2022
13-12-2022,Federated States of Micronesia,175,13,12,2022
14-12-2022,Federated States of Micronesia,181,14,12,2022
15-12-2022,Federated States of Micronesia,187,15,12,2022
16-12-2022,Federated States of Micronesia,193,16,12,2022
17-12-2022,Federated States of Micronesia,200,17,12,2022
18-12-2022,Federated States of Micronesia,206,18,12,2022
19-12-2022,Federated States of Micronesia,212,19,12,2022
20-12-2022,Federated States of Micronesia,218,20,12,2022
21-12-2022,Federated States of Micronesia,225,21,12,2022
22-12-2022,Federated States of Micronesia,192,22,12,2022
23-12-2022,Federated States of Micronesia,160,23,12,2022
24-12-2022,Federated States of Micronesia,128,24,12,2022
25-12-2022,Federated States of Micronesia,96,25,12,2022
26-12-2022,Federated States of Micronesia,64,26,12,2022
27-12-2022,Federated States of Micronesia,32,27,12,2022
28-12-2022,Federated States of Micronesia,0,28,12,2022
29-12-2022,Federated States of Micronesia,47,29,12,2022
30-12-2022,Federated States of Micronesia,93,30,12,2022
31-12-2022,Federated States of Micronesia,140,31,12,2022
01-01-2023,Federated States of Micronesia,186,1,1,2023
02-01-2023,Federated States of Micronesia,233,2,1,2023
03-01-2023,Federated States of Micronesia,279,3,1,2023
04-01-2023,Federated States of Micronesia,326,4,1,2023
05-01-2023,Federated States of Micronesia,292,5,1,2023
06-01-2023,Federated States of Micronesia,259,6,1,2023
07-01-2023,Federated States of Micronesia,225,7,1,2023
08-01-2023,Federated States of Micronesia,192,8,1,2023
09-01-2023,Federated States of Micronesia,158,9,1,2023
10-01-2023,Federated States of Micronesia,125,10,1,2023
11-01-2023,Federated States of Micronesia,91,11,1,2023
12-01-2023,Federated States of Micronesia,95,12,1,2023
13-01-2023,Federated States of Micronesia,99,13,1,2023
14-01-2023,Federated States of Micronesia,103,14,1,2023
15-01-2023,Federated States of Micronesia,106,15,1,2023
16-01-2023,Federated States of Micronesia,110,16,1,2023
17-01-2023,Federated States of Micronesia,114,17,1,2023
18-01-2023,Federated States of Micronesia,118,18,1,2023
19-01-2023,Federated States of Micronesia,101,19,1,2023
20-01-2023,Federated States of Micronesia,84,20,1,2023
21-01-2023,Federated States of Micronesia,67,21,1,2023
22-01-2023,Federated States of Micronesia,51,22,1,2023
23-01-2023,Federated States of Micronesia,34,23,1,2023
24-01-2023,Federated States of Micronesia,17,24,1,2023
25-01-2023,Federated States of Micronesia,0,25,1,2023
26-01-2023,Federated States of Micronesia,50,26,1,2023
27-01-2023,Federated States of Micronesia,100,27,1,2023
28-01-2023,Federated States of Micronesia,150,28,1,2023
29-01-2023,Federated States of Micronesia,200,29,1,2023
30-01-2023,Federated States of Micronesia,250,30,1,2023
31-01-2023,Federated States of Micronesia,300,31,1,2023
01-02-2023,Federated States of Micronesia,350,1,2,2023
02-02-2023,Federated States of Micronesia,339,2,2,2023
03-02-2023,Federated States of Micronesia,328,3,2,2023
04-02-2023,Federated States of Micronesia,317,4,2,2023
05-02-2023,Federated States of Micronesia,306,5,2,2023
06-02-2023,Federated States of Micronesia,294,6,2,2023
07-02-2023,Federated States of Micronesia,283,7,2,2023
08-02-2023,Federated States of Micronesia,272,8,2,2023
09-02-2023,Federated States of Micronesia,262,9,2,2023
10-02-2023,Federated States of Micronesia,252,10,2,2023
11-02-2023,Federated States of Micronesia,242,11,2,2023
12-02-2023,Federated States of Micronesia,231,12,2,2023
13-02-2023,Federated States of Micronesia,221,13,2,2023
14-02-2023,Federated States of Micronesia,211,14,2,2023
15-02-2023,Federated States of Micronesia,201,15,2,2023
16-02-2023,Federated States of Micronesia,191,16,2,2023
17-02-2023,Federated States of Micronesia,180,17,2,2023
18-02-2023,Federated States of Micronesia,170,18,2,2023
19-02-2023,Federated States of Micronesia,160,19,2,2023
20-02-2023,Federated States of Micronesia,150,20,2,2023
21-02-2023,Federated States of Micronesia,139,21,2,2023
22-02-2023,Federated States of Micronesia,129,22,2,2023
12-01-2021,Florida,,12,1,2021
13-01-2021,Florida,71958,13,1,2021
14-01-2021,Florida,70522,14,1,2021
15-01-2021,Florida,73214,15,1,2021
16-01-2021,Florida,75010,16,1,2021
17-01-2021,Florida,76089,17,1,2021
18-01-2021,Florida,76807,18,1,2021
19-01-2021,Florida,77321,19,1,2021
20-01-2021,Florida,76368,20,1,2021
21-01-2021,Florida,66499,21,1,2021
22-01-2021,Florida,65899,22,1,2021
23-01-2021,Florida,79360,23,1,2021
24-01-2021,Florida,71859,24,1,2021
25-01-2021,Florida,64359,25,1,2021
26-01-2021,Florida,57258,26,1,2021
27-01-2021,Florida,56074,27,1,2021
28-01-2021,Florida,66754,28,1,2021
29-01-2021,Florida,68838,29,1,2021
30-01-2021,Florida,57314,30,1,2021
31-01-2021,Florida,63247,31,1,2021
01-02-2021,Florida,65798,1,2,2021
02-02-2021,Florida,67522,2,2,2021
03-02-2021,Florida,71525,3,2,2021
04-02-2021,Florida,73786,4,2,2021
05-02-2021,Florida,66357,5,2,2021
06-02-2021,Florida,70806,6,2,2021
07-02-2021,Florida,92557,7,2,2021
08-02-2021,Florida,86021,8,2,2021
09-02-2021,Florida,97594,9,2,2021
10-02-2021,Florida,100338,10,2,2021
11-02-2021,Florida,104854,11,2,2021
12-02-2021,Florida,136471,12,2,2021
13-02-2021,Florida,137942,13,2,2021
14-02-2021,Florida,122904,14,2,2021
15-02-2021,Florida,132271,15,2,2021
16-02-2021,Florida,123957,16,2,2021
17-02-2021,Florida,123862,17,2,2021
18-02-2021,Florida,123071,18,2,2021
19-02-2021,Florida,140344,19,2,2021
20-02-2021,Florida,122067,20,2,2021
21-02-2021,Florida,118629,21,2,2021
22-02-2021,Florida,122457,22,2,2021
23-02-2021,Florida,115287,23,2,2021
24-02-2021,Florida,114305,24,2,2021
25-02-2021,Florida,112282,25,2,2021
26-02-2021,Florida,72297,26,2,2021
27-02-2021,Florida,88065,27,2,2021
28-02-2021,Florida,106594,28,2,2021
01-03-2021,Florida,93905,1,3,2021
02-03-2021,Florida,95984,2,3,2021
03-03-2021,Florida,94949,3,3,2021
04-03-2021,Florida,101286,4,3,2021
05-03-2021,Florida,106303,5,3,2021
06-03-2021,Florida,123715,6,3,2021
07-03-2021,Florida,122290,7,3,2021
08-03-2021,Florida,122410,8,3,2021
09-03-2021,Florida,126219,9,3,2021
10-03-2021,Florida,128975,10,3,2021
11-03-2021,Florida,145410,11,3,2021
12-03-2021,Florida,166386,12,3,2021
13-03-2021,Florida,188491,13,3,2021
14-03-2021,Florida,172548,14,3,2021
15-03-2021,Florida,173075,15,3,2021
16-03-2021,Florida,176638,16,3,2021
17-03-2021,Florida,180340,17,3,2021
18-03-2021,Florida,170088,18,3,2021
19-03-2021,Florida,152970,19,3,2021
20-03-2021,Florida,138571,20,3,2021
21-03-2021,Florida,154086,21,3,2021
22-03-2021,Florida,153563,22,3,2021
23-03-2021,Florida,150404,23,3,2021
24-03-2021,Florida,152025,24,3,2021
25-03-2021,Florida,154331,25,3,2021
26-03-2021,Florida,161041,26,3,2021
27-03-2021,Florida,150122,27,3,2021
28-03-2021,Florida,154874,28,3,2021
29-03-2021,Florida,155060,29,3,2021
30-03-2021,Florida,164950,30,3,2021
31-03-2021,Florida,166657,31,3,2021
01-04-2021,Florida,168390,1,4,2021
02-04-2021,Florida,168103,2,4,2021
03-04-2021,Florida,167914,3,4,2021
04-04-2021,Florida,184977,4,4,2021
05-04-2021,Florida,184369,5,4,2021
06-04-2021,Florida,177187,6,4,2021
07-04-2021,Florida,177565,7,4,2021
08-04-2021,Florida,188503,8,4,2021
09-04-2021,Florida,197104,9,4,2021
10-04-2021,Florida,205115,10,4,2021
11-04-2021,Florida,192345,11,4,2021
12-04-2021,Florida,216603,12,4,2021
13-04-2021,Florida,220399,13,4,2021
14-04-2021,Florida,213749,14,4,2021
15-04-2021,Florida,207087,15,4,2021
16-04-2021,Florida,199990,16,4,2021
17-04-2021,Florida,198529,17,4,2021
18-04-2021,Florida,212170,18,4,2021
19-04-2021,Florida,188071,19,4,2021
20-04-2021,Florida,185440,20,4,2021
21-04-2021,Florida,192906,21,4,2021
22-04-2021,Florida,186583,22,4,2021
23-04-2021,Florida,184891,23,4,2021
24-04-2021,Florida,174740,24,4,2021
25-04-2021,Florida,152192,25,4,2021
26-04-2021,Florida,172678,26,4,2021
27-04-2021,Florida,173147,27,4,2021
28-04-2021,Florida,171188,28,4,2021
29-04-2021,Florida,165262,29,4,2021
30-04-2021,Florida,156839,30,4,2021
01-05-2021,Florida,176482,1,5,2021
02-05-2021,Florida,146980,2,5,2021
03-05-2021,Florida,136806,3,5,2021
04-05-2021,Florida,129632,4,5,2021
05-05-2021,Florida,124384,5,5,2021
06-05-2021,Florida,125626,6,5,2021
07-05-2021,Florida,132080,7,5,2021
08-05-2021,Florida,109127,8,5,2021
09-05-2021,Florida,134198,9,5,2021
10-05-2021,Florida,147489,10,5,2021
11-05-2021,Florida,155908,11,5,2021
12-05-2021,Florida,154214,12,5,2021
13-05-2021,Florida,149261,13,5,2021
14-05-2021,Florida,138343,14,5,2021
15-05-2021,Florida,153406,15,5,2021
16-05-2021,Florida,128252,16,5,2021
17-05-2021,Florida,118952,17,5,2021
18-05-2021,Florida,115068,18,5,2021
19-05-2021,Florida,113079,19,5,2021
20-05-2021,Florida,115226,20,5,2021
21-05-2021,Florida,116480,21,5,2021
22-05-2021,Florida,102958,22,5,2021
23-05-2021,Florida,115828,23,5,2021
24-05-2021,Florida,112229,24,5,2021
25-05-2021,Florida,109670,25,5,2021
26-05-2021,Florida,107894,26,5,2021
27-05-2021,Florida,99723,27,5,2021
28-05-2021,Florida,94865,28,5,2021
29-05-2021,Florida,81944,29,5,2021
30-05-2021,Florida,80619,30,5,2021
31-05-2021,Florida,77932,31,5,2021
01-06-2021,Florida,78681,1,6,2021
02-06-2021,Florida,73826,2,6,2021
03-06-2021,Florida,67133,3,6,2021
04-06-2021,Florida,64299,4,6,2021
05-06-2021,Florida,65464,5,6,2021
06-06-2021,Florida,65040,6,6,2021
07-06-2021,Florida,68096,7,6,2021
08-06-2021,Florida,68572,8,6,2021
09-06-2021,Florida,74121,9,6,2021
10-06-2021,Florida,82540,10,6,2021
11-06-2021,Florida,72565,11,6,2021
12-06-2021,Florida,78642,12,6,2021
13-06-2021,Florida,79898,13,6,2021
14-06-2021,Florida,97028,14,6,2021
15-06-2021,Florida,99024,15,6,2021
16-06-2021,Florida,87343,16,6,2021
17-06-2021,Florida,101751,17,6,2021
18-06-2021,Florida,112289,18,6,2021
19-06-2021,Florida,104335,19,6,2021
20-06-2021,Florida,108407,20,6,2021
21-06-2021,Florida,79854,21,6,2021
22-06-2021,Florida,74557,22,6,2021
23-06-2021,Florida,80393,23,6,2021
24-06-2021,Florida,58528,24,6,2021
25-06-2021,Florida,60134,25,6,2021
26-06-2021,Florida,57523,26,6,2021
27-06-2021,Florida,40719,27,6,2021
28-06-2021,Florida,72108,28,6,2021
29-06-2021,Florida,71344,29,6,2021
30-06-2021,Florida,72155,30,6,2021
01-07-2021,Florida,71542,1,7,2021
02-07-2021,Florida,67204,2,7,2021
03-07-2021,Florida,64313,3,7,2021
04-07-2021,Florida,76734,4,7,2021
05-07-2021,Florida,47494,5,7,2021
06-07-2021,Florida,44863,6,7,2021
07-07-2021,Florida,39991,7,7,2021
08-07-2021,Florida,39911,8,7,2021
09-07-2021,Florida,38596,9,7,2021
10-07-2021,Florida,38827,10,7,2021
11-07-2021,Florida,32535,11,7,2021
12-07-2021,Florida,36682,12,7,2021
13-07-2021,Florida,39093,13,7,2021
14-07-2021,Florida,42347,14,7,2021
15-07-2021,Florida,42099,15,7,2021
16-07-2021,Florida,35837,16,7,2021
17-07-2021,Florida,43965,17,7,2021
18-07-2021,Florida,44048,18,7,2021
19-07-2021,Florida,43872,19,7,2021
20-07-2021,Florida,44045,20,7,2021
21-07-2021,Florida,45153,21,7,2021
22-07-2021,Florida,46499,22,7,2021
23-07-2021,Florida,54070,23,7,2021
24-07-2021,Florida,45341,24,7,2021
25-07-2021,Florida,58803,25,7,2021
26-07-2021,Florida,52672,26,7,2021
27-07-2021,Florida,54490,27,7,2021
28-07-2021,Florida,55431,28,7,2021
29-07-2021,Florida,57003,29,7,2021
30-07-2021,Florida,58800,30,7,2021
31-07-2021,Florida,62794,31,7,2021
01-08-2021,Florida,54211,1,8,2021
02-08-2021,Florida,63355,2,8,2021
03-08-2021,Florida,65046,3,8,2021
04-08-2021,Florida,66133,4,8,2021
05-08-2021,Florida,67364,5,8,2021
06-08-2021,Florida,69028,6,8,2021
07-08-2021,Florida,70318,7,8,2021
08-08-2021,Florida,69944,8,8,2021
09-08-2021,Florida,70562,9,8,2021
10-08-2021,Florida,69411,10,8,2021
11-08-2021,Florida,69913,11,8,2021
12-08-2021,Florida,66001,12,8,2021
13-08-2021,Florida,66475,13,8,2021
14-08-2021,Florida,68720,14,8,2021
15-08-2021,Florida,69997,15,8,2021
16-08-2021,Florida,70284,16,8,2021
17-08-2021,Florida,72058,17,8,2021
18-08-2021,Florida,72942,18,8,2021
19-08-2021,Florida,78137,19,8,2021
20-08-2021,Florida,79623,20,8,2021
21-08-2021,Florida,79327,21,8,2021
22-08-2021,Florida,91755,22,8,2021
23-08-2021,Florida,81788,23,8,2021
24-08-2021,Florida,81419,24,8,2021
25-08-2021,Florida,82565,25,8,2021
26-08-2021,Florida,70519,26,8,2021
27-08-2021,Florida,82513,27,8,2021
28-08-2021,Florida,82585,28,8,2021
29-08-2021,Florida,71426,29,8,2021
30-08-2021,Florida,83697,30,8,2021
31-08-2021,Florida,84094,31,8,2021
01-09-2021,Florida,84737,1,9,2021
02-09-2021,Florida,98059,2,9,2021
03-09-2021,Florida,84917,3,9,2021
04-09-2021,Florida,83609,4,9,2021
05-09-2021,Florida,70439,5,9,2021
06-09-2021,Florida,58242,6,9,2021
07-09-2021,Florida,49494,7,9,2021
08-09-2021,Florida,74459,8,9,2021
09-09-2021,Florida,66233,9,9,2021
10-09-2021,Florida,66079,10,9,2021
11-09-2021,Florida,64788,11,9,2021
12-09-2021,Florida,75611,12,9,2021
13-09-2021,Florida,85366,13,9,2021
14-09-2021,Florida,92435,14,9,2021
15-09-2021,Florida,64174,15,9,2021
16-09-2021,Florida,68662,16,9,2021
17-09-2021,Florida,65760,17,9,2021
18-09-2021,Florida,62471,18,9,2021
19-09-2021,Florida,51804,19,9,2021
20-09-2021,Florida,59448,20,9,2021
21-09-2021,Florida,58037,21,9,2021
22-09-2021,Florida,55322,22,9,2021
23-09-2021,Florida,53751,23,9,2021
24-09-2021,Florida,51333,24,9,2021
25-09-2021,Florida,52934,25,9,2021
26-09-2021,Florida,61492,26,9,2021
27-09-2021,Florida,52315,27,9,2021
28-09-2021,Florida,53385,28,9,2021
29-09-2021,Florida,48224,29,9,2021
30-09-2021,Florida,55369,30,9,2021
01-10-2021,Florida,57015,1,10,2021
02-10-2021,Florida,53686,2,10,2021
03-10-2021,Florida,45157,3,10,2021
04-10-2021,Florida,66328,4,10,2021
05-10-2021,Florida,65662,5,10,2021
06-10-2021,Florida,72980,6,10,2021
07-10-2021,Florida,63720,7,10,2021
08-10-2021,Florida,67614,8,10,2021
09-10-2021,Florida,70836,9,10,2021
10-10-2021,Florida,76100,10,10,2021
11-10-2021,Florida,52158,11,10,2021
12-10-2021,Florida,51544,12,10,2021
13-10-2021,Florida,50102,13,10,2021
14-10-2021,Florida,53793,14,10,2021
15-10-2021,Florida,49318,15,10,2021
16-10-2021,Florida,47873,16,10,2021
17-10-2021,Florida,51563,17,10,2021
18-10-2021,Florida,52409,18,10,2021
19-10-2021,Florida,50867,19,10,2021
20-10-2021,Florida,51542,20,10,2021
21-10-2021,Florida,42046,21,10,2021
22-10-2021,Florida,48650,22,10,2021
23-10-2021,Florida,48103,23,10,2021
24-10-2021,Florida,46174,24,10,2021
25-10-2021,Florida,46136,25,10,2021
26-10-2021,Florida,48773,26,10,2021
27-10-2021,Florida,51398,27,10,2021
28-10-2021,Florida,65365,28,10,2021
29-10-2021,Florida,60037,29,10,2021
30-10-2021,Florida,65723,30,10,2021
31-10-2021,Florida,71087,31,10,2021
01-11-2021,Florida,74315,1,11,2021
02-11-2021,Florida,73537,2,11,2021
03-11-2021,Florida,72549,3,11,2021
04-11-2021,Florida,69103,4,11,2021
05-11-2021,Florida,68747,5,11,2021
06-11-2021,Florida,66166,6,11,2021
07-11-2021,Florida,65562,7,11,2021
08-11-2021,Florida,71525,8,11,2021
09-11-2021,Florida,72404,9,11,2021
10-11-2021,Florida,72367,10,11,2021
11-11-2021,Florida,76159,11,11,2021
12-11-2021,Florida,82183,12,11,2021
13-11-2021,Florida,87324,13,11,2021
14-11-2021,Florida,93895,14,11,2021
15-11-2021,Florida,89369,15,11,2021
16-11-2021,Florida,90288,16,11,2021
17-11-2021,Florida,94519,17,11,2021
18-11-2021,Florida,92412,18,11,2021
19-11-2021,Florida,89665,19,11,2021
20-11-2021,Florida,86474,20,11,2021
21-11-2021,Florida,80023,21,11,2021
22-11-2021,Florida,80650,22,11,2021
23-11-2021,Florida,82562,23,11,2021
24-11-2021,Florida,81530,24,11,2021
25-11-2021,Florida,80362,25,11,2021
26-11-2021,Florida,79832,26,11,2021
27-11-2021,Florida,79228,27,11,2021
28-11-2021,Florida,78311,28,11,2021
29-11-2021,Florida,77934,29,11,2021
30-11-2021,Florida,75471,30,11,2021
01-12-2021,Florida,73626,1,12,2021
02-12-2021,Florida,84242,2,12,2021
03-12-2021,Florida,85287,3,12,2021
04-12-2021,Florida,96833,4,12,2021
05-12-2021,Florida,103804,5,12,2021
06-12-2021,Florida,109077,6,12,2021
07-12-2021,Florida,112559,7,12,2021
08-12-2021,Florida,103084,8,12,2021
09-12-2021,Florida,81419,9,12,2021
10-12-2021,Florida,112810,10,12,2021
11-12-2021,Florida,104162,11,12,2021
12-12-2021,Florida,99746,12,12,2021
13-12-2021,Florida,96973,13,12,2021
14-12-2021,Florida,92718,14,12,2021
15-12-2021,Florida,105355,15,12,2021
16-12-2021,Florida,118177,16,12,2021
17-12-2021,Florida,85025,17,12,2021
18-12-2021,Florida,84643,18,12,2021
19-12-2021,Florida,83328,19,12,2021
20-12-2021,Florida,81998,20,12,2021
21-12-2021,Florida,85110,21,12,2021
22-12-2021,Florida,83690,22,12,2021
23-12-2021,Florida,86439,23,12,2021
24-12-2021,Florida,79831,24,12,2021
25-12-2021,Florida,69990,25,12,2021
26-12-2021,Florida,61425,26,12,2021
27-12-2021,Florida,52930,27,12,2021
28-12-2021,Florida,71768,28,12,2021
29-12-2021,Florida,69048,29,12,2021
30-12-2021,Florida,67372,30,12,2021
31-12-2021,Florida,71965,31,12,2021
01-01-2022,Florida,76558,1,1,2022
02-01-2022,Florida,81151,2,1,2022
03-01-2022,Florida,85744,3,1,2022
04-01-2022,Florida,65996,4,1,2022
05-01-2022,Florida,65183,5,1,2022
06-01-2022,Florida,51193,6,1,2022
07-01-2022,Florida,64173,7,1,2022
08-01-2022,Florida,66483,8,1,2022
09-01-2022,Florida,69682,9,1,2022
10-01-2022,Florida,71721,10,1,2022
11-01-2022,Florida,70509,11,1,2022
12-01-2022,Florida,70759,12,1,2022
13-01-2022,Florida,80693,13,1,2022
14-01-2022,Florida,68412,14,1,2022
15-01-2022,Florida,66484,15,1,2022
16-01-2022,Florida,62219,16,1,2022
17-01-2022,Florida,59115,17,1,2022
18-01-2022,Florida,59262,18,1,2022
19-01-2022,Florida,51087,19,1,2022
20-01-2022,Florida,41024,20,1,2022
21-01-2022,Florida,52036,21,1,2022
22-01-2022,Florida,49255,22,1,2022
23-01-2022,Florida,48312,23,1,2022
24-01-2022,Florida,46877,24,1,2022
25-01-2022,Florida,43456,25,1,2022
26-01-2022,Florida,48697,26,1,2022
27-01-2022,Florida,54366,27,1,2022
28-01-2022,Florida,39128,28,1,2022
29-01-2022,Florida,37889,29,1,2022
30-01-2022,Florida,36296,30,1,2022
31-01-2022,Florida,35210,31,1,2022
01-02-2022,Florida,34520,1,2,2022
02-02-2022,Florida,33270,2,2,2022
03-02-2022,Florida,32081,3,2,2022
04-02-2022,Florida,30511,4,2,2022
05-02-2022,Florida,29677,5,2,2022
06-02-2022,Florida,29047,6,2,2022
07-02-2022,Florida,28636,7,2,2022
08-02-2022,Florida,28748,8,2,2022
09-02-2022,Florida,28180,9,2,2022
10-02-2022,Florida,27672,10,2,2022
11-02-2022,Florida,27753,11,2,2022
12-02-2022,Florida,26899,12,2,2022
13-02-2022,Florida,22581,13,2,2022
14-02-2022,Florida,24257,14,2,2022
15-02-2022,Florida,22987,15,2,2022
16-02-2022,Florida,22449,16,2,2022
17-02-2022,Florida,37295,17,2,2022
